Date,Vehicle_ID,Driver_ID,Route_ID,Origin_City,Destination_City,Planned_Kilometers,Actual_Kilometers,Fuel_Consumed_Liters,Delivery_Time_Hours,Delay_Hours,Cargo_Weight_Tons,On_Time_Delivery,Weather_Conditions,Traffic_Conditions,Comments
2024-01-20,V041,D056,R007,Kolkata,Surat,501,548,68.82,10.47,3.27,5.61,No,Clear,Heavy,Late Departure
2024-02-23,V024,D068,R009,Mumbai,Jaipur,580,572,72.79,15.38,0.32,9.57,Yes,Foggy,Light,Weather Delay
2024-01-17,V030,D024,R015,Delhi,Lucknow,587,609,89.41,14.37,3.8,18.47,No,Stormy,Light,Vehicle Breakdown
2024-04-26,V019,D019,R004,Chennai,Jaipur,926,934,148.19,18.88,1.63,8.88,No,Clear,Moderate,Smooth Delivery
2024-04-05,V012,D077,R007,Hyderabad,Indore,1490,1508,249.5,37.52,0.92,14.36,Yes,Stormy,Heavy,Smooth Delivery
2024-03-01,V031,D023,R019,Bangalore,Ahmedabad,756,802,109.31,17.79,2.17,2.12,No,Clear,Moderate,Traffic Jam
2024-04-27,V015,D080,R010,Delhi,Lucknow,1231,1257,170.29,25.86,0.96,13.6,Yes,Rainy,Light,Late Departure
2024-02-12,V017,D095,R019,Chennai,Jaipur,788,855,127.63,15.45,5.92,14.7,No,Foggy,Heavy,Smooth Delivery
2024-01-16,V037,D009,R015,Chennai,Surat,539,558,109.15,12.69,1.25,16.35,No,Stormy,Light,Weather Delay
2024-02-12,V022,D070,R012,Chennai,Jaipur,1143,1160,147.2,28.27,2.05,9.54,No,Stormy,Light,Vehicle Breakdown
2024-04-08,V036,D081,R014,Hyderabad,Jaipur,1336,1366,184.41,32.65,0.15,11.36,Yes,Foggy,Heavy,Traffic Jam
2024-03-10,V006,D066,R014,Delhi,Pune,652,671,90.78,11.99,0.09,12.65,Yes,Foggy,Light,Smooth Delivery
2024-04-04,V004,D027,R011,Delhi,Lucknow,538,566,71.13,9.99,1.87,11.39,No,Clear,Light,Late Departure
2024-03-27,V023,D005,R014,Kolkata,Jaipur,1445,1407,228.69,30.94,1.94,13.44,No,Stormy,Moderate,Traffic Jam
2024-04-10,V024,D050,R011,Kolkata,Pune,988,1044,166.04,19.94,0.23,4.93,Yes,Rainy,Moderate,Traffic Jam
2024-01-21,V008,D039,R016,Mumbai,Pune,1049,1022,133.2,28.72,2.43,6.2,No,Clear,Light,Smooth Delivery
2024-02-02,V010,D054,R016,Kolkata,Ahmedabad,1375,1402,180.95,29.43,0.35,7.11,Yes,Foggy,Light,Traffic Jam
2024-03-23,V006,D098,R006,Bangalore,Pune,489,532,84.69,10.46,0.92,8.81,Yes,Stormy,Heavy,Traffic Jam
2024-02-07,V008,D099,R016,Chennai,Nagpur,502,493,69.84,10.17,0.48,16.2,Yes,Stormy,Light,Traffic Jam
2024-02-18,V001,D095,R014,Mumbai,Lucknow,1229,1325,170.7,32.15,0.54,17.49,Yes,Stormy,Heavy,Late Departure
2024-02-03,V033,D001,R002,Bangalore,Ahmedabad,448,438,87.42,8.55,0.59,9.46,Yes,Foggy,Moderate,Vehicle Breakdown
2024-01-22,V022,D092,R006,Bangalore,Indore,432,439,58.19,10.35,3.34,13.1,No,Stormy,Light,Traffic Jam
2024-04-18,V022,D085,R001,Bangalore,Pune,1498,1541,257.83,37.57,1.47,10.04,No,Foggy,Light,Late Departure
2024-04-26,V024,D062,R006,Chennai,Jaipur,1101,1196,184.71,24.34,0.81,16.21,Yes,Rainy,Light,Late Departure
2024-04-15,V041,D073,R009,Bangalore,Lucknow,1135,1150,198.0,21.73,1.36,12.65,No,Clear,Heavy,Late Departure
2024-04-07,V045,D098,R007,Hyderabad,Indore,625,651,90.97,15.15,0.05,16.59,Yes,Foggy,Heavy,Weather Delay
2024-02-19,V047,D054,R002,Bangalore,Ahmedabad,1480,1434,200.13,40.39,0.71,3.13,Yes,Rainy,Moderate,Smooth Delivery
2024-01-28,V030,D061,R007,Bangalore,Surat,451,463,66.53,11.74,0.7,18.74,Yes,Stormy,Heavy,Late Departure
2024-02-25,V034,D043,R005,Chennai,Pune,1496,1520,205.19,27.94,5.49,18.17,No,Rainy,Moderate,Weather Delay
2024-02-05,V010,D076,R019,Delhi,Nagpur,529,527,66.81,10.32,2.72,2.27,No,Rainy,Moderate,Weather Delay
2024-03-15,V031,D081,R013,Delhi,Surat,1135,1240,169.07,22.54,0.13,6.19,Yes,Clear,Moderate,Late Departure
2024-02-29,V017,D015,R015,Delhi,Lucknow,535,585,89.97,12.45,2.75,3.57,No,Rainy,Heavy,Late Departure
2024-03-02,V043,D088,R020,Hyderabad,Surat,439,444,72.46,10.45,0.55,5.78,Yes,Clear,Light,Weather Delay
2024-04-19,V028,D075,R012,Bangalore,Nagpur,1090,1063,153.59,20.42,1.07,7.36,No,Clear,Moderate,Traffic Jam
2024-04-15,V050,D039,R018,Bangalore,Ahmedabad,999,972,129.77,18.35,0.64,7.24,Yes,Rainy,Moderate,Late Departure
2024-04-04,V006,D006,R005,Kolkata,Pune,784,815,111.25,17.77,1.49,14.9,No,Foggy,Moderate,Traffic Jam
2024-03-21,V018,D034,R016,Bangalore,Lucknow,979,1071,194.9,17.82,0.75,15.02,Yes,Foggy,Moderate,Traffic Jam
2024-04-25,V011,D075,R003,Delhi,Jaipur,726,752,116.41,14.83,0.76,4.27,Yes,Foggy,Moderate,Vehicle Breakdown
2024-02-23,V026,D004,R002,Bangalore,Jaipur,672,687,104.63,17.21,4.11,6.09,No,Rainy,Light,Late Departure
2024-01-09,V022,D028,R009,Kolkata,Pune,1480,1496,273.75,32.37,0.55,10.81,Yes,Stormy,Heavy,Traffic Jam
2024-02-26,V033,D009,R008,Kolkata,Pune,821,807,156.36,16.23,1.54,8.13,No,Clear,Heavy,Traffic Jam
2024-02-09,V023,D024,R005,Bangalore,Indore,679,649,85.43,17.68,4.0,10.61,No,Stormy,Heavy,Traffic Jam
2024-01-27,V017,D044,R005,Hyderabad,Surat,1294,1295,179.23,24.63,0.69,9.33,Yes,Rainy,Heavy,Smooth Delivery
2024-02-07,V046,D003,R012,Hyderabad,Surat,470,477,61.41,9.62,0.43,5.33,Yes,Clear,Light,Weather Delay
2024-04-09,V020,D011,R003,Kolkata,Nagpur,1119,1101,190.13,28.25,1.61,4.09,No,Rainy,Light,Smooth Delivery
2024-03-17,V002,D049,R020,Hyderabad,Surat,779,785,114.18,19.09,0.1,3.47,Yes,Stormy,Heavy,Late Departure
2024-04-02,V016,D038,R005,Chennai,Indore,955,925,123.21,19.83,0.1,9.04,Yes,Rainy,Heavy,Vehicle Breakdown
2024-04-19,V009,D049,R008,Kolkata,Ahmedabad,1010,1001,148.65,22.22,0.98,7.66,Yes,Stormy,Light,Traffic Jam
2024-02-01,V049,D100,R007,Bangalore,Lucknow,547,530,73.33,10.4,4.33,3.06,No,Clear,Moderate,Traffic Jam
2024-01-04,V018,D052,R012,Chennai,Lucknow,1135,1204,167.7,21.04,0.44,15.36,Yes,Clear,Light,Weather Delay
2024-04-04,V048,D007,R018,Hyderabad,Ahmedabad,475,455,66.0,11.3,2.2,17.54,No,Rainy,Light,Late Departure
2024-01-07,V027,D065,R007,Delhi,Indore,870,874,132.89,23.29,0.81,8.49,Yes,Stormy,Moderate,Smooth Delivery
2024-01-22,V039,D028,R007,Kolkata,Lucknow,621,607,79.0,16.36,1.51,18.02,No,Clear,Heavy,Late Departure
2024-04-20,V003,D091,R008,Delhi,Lucknow,1317,1431,193.91,34.19,2.55,6.98,No,Rainy,Light,Late Departure
2024-02-29,V004,D094,R008,Delhi,Pune,962,1047,146.9,18.97,0.13,12.49,Yes,Foggy,Light,Smooth Delivery
2024-04-08,V026,D029,R014,Kolkata,Indore,1007,1080,142.39,28.31,4.2,2.78,No,Rainy,Light,Traffic Jam
2024-03-11,V008,D051,R019,Kolkata,Lucknow,1026,1069,150.99,27.62,0.07,16.13,Yes,Clear,Heavy,Traffic Jam
2024-03-26,V037,D036,R006,Chennai,Nagpur,604,608,114.26,12.02,2.84,12.57,No,Foggy,Heavy,Late Departure
2024-02-29,V008,D074,R020,Chennai,Ahmedabad,350,340,67.38,7.14,1.2,13.71,No,Stormy,Light,Traffic Jam
2024-03-15,V037,D100,R014,Chennai,Indore,1428,1530,242.75,38.09,4.22,11.81,No,Clear,Heavy,Late Departure
2024-04-07,V046,D031,R004,Mumbai,Indore,1236,1288,165.12,23.05,1.27,7.36,No,Clear,Light,Weather Delay
2024-03-13,V016,D083,R013,Chennai,Surat,885,973,138.16,20.5,1.23,9.49,No,Stormy,Light,Vehicle Breakdown
2024-03-01,V037,D095,R005,Kolkata,Surat,983,1064,165.03,19.1,2.75,16.84,No,Foggy,Moderate,Late Departure
2024-04-28,V047,D057,R002,Delhi,Indore,1147,1213,160.35,26.83,0.18,17.16,Yes,Rainy,Heavy,Late Departure
2024-03-13,V044,D038,R020,Bangalore,Surat,1340,1373,255.1,35.92,0.26,15.52,Yes,Clear,Light,Weather Delay
2024-01-21,V040,D087,R017,Kolkata,Ahmedabad,905,956,170.37,17.42,0.5,16.27,Yes,Foggy,Light,Weather Delay
2024-03-20,V036,D059,R011,Hyderabad,Nagpur,421,430,59.77,9.88,0.64,17.14,Yes,Stormy,Moderate,Weather Delay
2024-03-30,V003,D074,R016,Chennai,Jaipur,426,406,51.24,8.88,0.85,13.3,Yes,Foggy,Light,Traffic Jam
2024-04-18,V031,D067,R005,Mumbai,Nagpur,746,722,110.36,13.64,0.4,15.0,Yes,Foggy,Heavy,Late Departure
2024-01-04,V046,D035,R004,Delhi,Jaipur,787,798,114.7,20.13,0.95,19.64,Yes,Clear,Heavy,Late Departure
2024-01-05,V023,D079,R009,Bangalore,Pune,491,480,69.47,10.56,1.25,13.07,No,Foggy,Heavy,Weather Delay
2024-03-25,V042,D014,R003,Mumbai,Jaipur,1294,1326,262.53,24.41,2.63,5.14,No,Stormy,Heavy,Weather Delay
2024-02-04,V034,D025,R020,Hyderabad,Nagpur,1499,1516,207.34,27.45,4.53,18.19,No,Stormy,Light,Traffic Jam
2024-02-07,V010,D031,R011,Hyderabad,Surat,1370,1334,172.28,26.06,0.71,9.1,Yes,Rainy,Heavy,Late Departure
2024-04-08,V045,D014,R018,Hyderabad,Jaipur,712,725,104.04,17.7,0.03,4.54,Yes,Stormy,Moderate,Smooth Delivery
2024-04-23,V021,D035,R007,Mumbai,Surat,1496,1519,259.84,29.75,0.17,18.51,Yes,Clear,Light,Smooth Delivery
2024-03-04,V022,D099,R019,Kolkata,Surat,848,919,118.94,17.03,0.17,9.89,Yes,Rainy,Moderate,Vehicle Breakdown
2024-02-28,V044,D046,R004,Kolkata,Jaipur,1181,1145,143.79,28.35,1.32,16.03,No,Foggy,Light,Smooth Delivery
2024-01-12,V019,D030,R017,Bangalore,Surat,478,520,71.56,9.86,0.94,12.9,Yes,Clear,Light,Smooth Delivery
2024-03-21,V049,D066,R011,Chennai,Surat,690,665,86.91,15.04,0.06,18.56,Yes,Stormy,Light,Late Departure
2024-04-16,V011,D001,R010,Delhi,Nagpur,821,840,110.44,15.75,2.54,3.11,No,Rainy,Heavy,Traffic Jam
2024-03-13,V038,D024,R004,Mumbai,Indore,814,803,105.29,15.36,0.92,9.92,Yes,Foggy,Moderate,Traffic Jam
2024-02-10,V005,D096,R012,Mumbai,Jaipur,1284,1253,158.5,32.7,0.32,13.89,Yes,Clear,Heavy,Traffic Jam
2024-03-09,V049,D042,R007,Delhi,Pune,555,547,69.98,15.76,0.01,11.09,Yes,Rainy,Moderate,Late Departure
2024-01-30,V003,D003,R007,Mumbai,Lucknow,374,382,69.58,8.33,0.8,18.03,Yes,Clear,Light,Smooth Delivery
2024-01-24,V009,D055,R001,Bangalore,Surat,497,472,59.53,10.47,0.25,2.84,Yes,Clear,Moderate,Late Departure
2024-03-19,V005,D002,R011,Mumbai,Indore,351,361,63.28,8.56,0.42,13.7,Yes,Stormy,Moderate,Traffic Jam
2024-01-05,V050,D086,R013,Chennai,Lucknow,457,472,90.18,10.04,2.35,3.46,No,Rainy,Light,Vehicle Breakdown
2024-03-04,V003,D039,R014,Delhi,Nagpur,352,381,56.57,6.52,0.24,19.88,Yes,Stormy,Light,Weather Delay
2024-04-28,V048,D069,R013,Kolkata,Jaipur,424,443,66.09,9.36,0.04,18.91,Yes,Stormy,Light,Weather Delay
2024-02-08,V005,D046,R002,Chennai,Surat,1078,1128,213.84,30.44,0.08,12.97,Yes,Foggy,Light,Late Departure
2024-03-05,V019,D042,R019,Chennai,Indore,1303,1357,208.8,31.68,1.14,11.29,No,Clear,Moderate,Vehicle Breakdown
2024-01-20,V028,D045,R002,Chennai,Surat,1417,1350,230.87,39.29,3.46,15.05,No,Clear,Light,Late Departure
2024-01-31,V028,D046,R014,Hyderabad,Surat,1313,1443,244.31,24.98,1.39,10.16,No,Clear,Moderate,Late Departure
2024-04-08,V038,D044,R020,Chennai,Ahmedabad,378,371,51.42,7.12,0.4,5.16,Yes,Foggy,Light,Traffic Jam
2024-02-01,V022,D033,R005,Chennai,Lucknow,949,1000,126.09,18.98,0.5,9.56,Yes,Clear,Light,Weather Delay
2024-04-19,V028,D064,R003,Delhi,Pune,560,564,74.64,11.11,1.33,6.95,No,Foggy,Heavy,Late Departure
2024-02-24,V033,D086,R014,Delhi,Indore,856,933,134.05,15.73,1.3,16.78,No,Rainy,Moderate,Weather Delay
2024-04-25,V030,D057,R015,Bangalore,Pune,1205,1291,214.74,22.2,0.03,15.84,Yes,Rainy,Moderate,Weather Delay
2024-03-29,V029,D002,R009,Bangalore,Jaipur,608,665,110.53,12.68,1.24,15.71,No,Stormy,Moderate,Smooth Delivery
2024-02-23,V045,D030,R008,Mumbai,Indore,1042,1125,165.22,20.3,0.56,6.11,Yes,Rainy,Light,Weather Delay
2024-04-21,V041,D054,R001,Mumbai,Surat,491,498,70.81,12.67,1.71,9.09,No,Stormy,Moderate,Smooth Delivery
2024-02-06,V024,D065,R018,Delhi,Lucknow,983,1051,205.65,20.33,1.57,18.94,No,Clear,Moderate,Weather Delay
2024-02-23,V003,D050,R020,Kolkata,Indore,563,595,80.53,10.6,1.69,7.22,No,Foggy,Heavy,Weather Delay
2024-03-09,V032,D025,R008,Hyderabad,Surat,600,648,89.47,13.8,1.86,17.62,No,Rainy,Moderate,Vehicle Breakdown
2024-01-21,V022,D061,R014,Mumbai,Nagpur,703,770,98.0,16.94,0.82,3.97,Yes,Stormy,Moderate,Weather Delay
2024-03-20,V039,D019,R004,Mumbai,Lucknow,1228,1212,158.49,29.09,1.45,13.99,No,Foggy,Heavy,Weather Delay
2024-01-08,V008,D007,R002,Chennai,Surat,1116,1191,214.66,27.16,0.89,8.57,Yes,Rainy,Light,Late Departure
2024-01-18,V023,D039,R018,Kolkata,Jaipur,552,605,80.61,12.38,3.17,8.26,No,Stormy,Moderate,Weather Delay
2024-02-01,V049,D076,R010,Hyderabad,Ahmedabad,1155,1233,217.42,22.9,0.91,3.93,Yes,Rainy,Light,Traffic Jam
2024-02-25,V009,D044,R004,Bangalore,Surat,865,857,138.07,17.3,0.11,13.87,Yes,Stormy,Moderate,Smooth Delivery
2024-03-20,V008,D054,R014,Hyderabad,Ahmedabad,967,1022,146.8,19.26,0.29,12.57,Yes,Rainy,Heavy,Vehicle Breakdown
2024-02-28,V043,D055,R008,Hyderabad,Nagpur,643,701,102.6,13.62,2.0,8.0,No,Stormy,Heavy,Smooth Delivery
2024-01-21,V005,D072,R003,Chennai,Jaipur,637,672,86.72,18.09,3.06,5.94,No,Rainy,Heavy,Smooth Delivery
2024-02-05,V027,D018,R020,Chennai,Lucknow,682,694,91.83,13.25,3.34,18.93,No,Rainy,Moderate,Late Departure
2024-03-28,V024,D075,R012,Bangalore,Surat,1154,1173,168.31,26.96,0.65,9.77,Yes,Clear,Moderate,Weather Delay
2024-04-10,V047,D040,R009,Mumbai,Ahmedabad,445,472,72.57,8.68,2.05,2.37,No,Foggy,Light,Late Departure
2024-02-22,V008,D068,R011,Kolkata,Nagpur,652,681,107.93,14.77,2.56,11.86,No,Rainy,Light,Weather Delay
2024-03-29,V033,D013,R014,Bangalore,Nagpur,557,603,84.47,12.09,2.11,2.69,No,Clear,Heavy,Traffic Jam
2024-01-14,V039,D071,R008,Kolkata,Ahmedabad,348,332,63.24,7.95,0.4,19.72,Yes,Foggy,Heavy,Weather Delay
2024-01-30,V017,D066,R015,Hyderabad,Surat,1452,1497,214.25,35.78,0.58,8.04,Yes,Clear,Heavy,Weather Delay
2024-04-16,V015,D022,R007,Bangalore,Indore,960,1012,157.6,21.17,1.34,15.84,No,Clear,Moderate,Late Departure
2024-02-19,V020,D031,R008,Kolkata,Lucknow,1372,1321,180.2,29.66,1.66,7.9,No,Rainy,Light,Smooth Delivery
2024-02-28,V037,D013,R009,Mumbai,Pune,728,736,129.27,13.34,1.03,19.93,No,Rainy,Light,Late Departure
2024-03-11,V027,D044,R020,Delhi,Nagpur,468,478,84.46,10.37,0.06,18.29,Yes,Clear,Heavy,Vehicle Breakdown
2024-04-03,V008,D093,R005,Delhi,Ahmedabad,497,533,74.26,10.53,1.3,19.94,No,Stormy,Heavy,Late Departure
2024-02-11,V025,D036,R012,Chennai,Lucknow,353,350,47.69,7.57,5.59,16.9,No,Stormy,Moderate,Smooth Delivery
2024-02-07,V007,D026,R019,Kolkata,Surat,1316,1447,213.9,33.67,1.05,14.8,No,Foggy,Heavy,Smooth Delivery
2024-02-07,V002,D020,R013,Bangalore,Ahmedabad,1279,1363,272.52,28.36,0.4,17.75,Yes,Clear,Light,Smooth Delivery
2024-01-10,V036,D084,R011,Chennai,Surat,1457,1417,202.45,36.13,0.66,18.93,Yes,Rainy,Heavy,Smooth Delivery
2024-01-11,V025,D098,R005,Kolkata,Indore,1014,999,189.03,27.87,1.05,13.55,No,Rainy,Heavy,Smooth Delivery
2024-01-24,V001,D016,R017,Mumbai,Nagpur,1178,1176,166.32,32.52,2.92,16.7,No,Rainy,Heavy,Traffic Jam
2024-01-16,V037,D077,R009,Bangalore,Nagpur,981,1076,137.78,23.29,0.76,15.43,Yes,Rainy,Heavy,Traffic Jam
2024-01-17,V040,D097,R001,Kolkata,Nagpur,965,936,157.52,25.82,0.91,11.94,Yes,Rainy,Light,Vehicle Breakdown
2024-04-30,V045,D038,R004,Delhi,Lucknow,1421,1394,274.42,28.77,0.03,19.52,Yes,Foggy,Light,Weather Delay
2024-02-28,V050,D051,R013,Kolkata,Pune,914,898,128.44,20.92,0.09,10.5,Yes,Rainy,Light,Traffic Jam
2024-04-26,V018,D039,R012,Hyderabad,Jaipur,1347,1384,182.97,27.13,0.12,5.76,Yes,Rainy,Moderate,Traffic Jam
2024-04-13,V002,D051,R005,Mumbai,Ahmedabad,1179,1175,219.66,26.71,6.23,11.26,No,Clear,Moderate,Late Departure
2024-02-16,V030,D047,R012,Delhi,Nagpur,581,616,87.39,11.17,0.36,15.57,Yes,Rainy,Light,Late Departure
2024-01-26,V016,D012,R004,Bangalore,Ahmedabad,1102,1192,216.16,26.28,5.26,16.05,No,Foggy,Light,Weather Delay
2024-03-05,V001,D085,R018,Chennai,Surat,888,881,131.65,20.61,1.01,8.39,No,Rainy,Heavy,Smooth Delivery
2024-04-25,V026,D098,R017,Delhi,Surat,805,798,113.61,15.92,3.11,4.8,No,Stormy,Light,Smooth Delivery
2024-02-27,V006,D011,R014,Chennai,Pune,827,887,153.88,18.99,3.48,10.18,No,Foggy,Moderate,Smooth Delivery
2024-01-21,V049,D061,R015,Mumbai,Pune,800,783,142.89,17.99,2.16,19.95,No,Foggy,Heavy,Traffic Jam
2024-02-01,V011,D027,R008,Delhi,Indore,1128,1204,157.78,22.58,3.39,3.37,No,Rainy,Light,Late Departure
2024-01-03,V034,D096,R001,Bangalore,Nagpur,492,536,86.6,9.21,0.12,14.87,Yes,Clear,Moderate,Weather Delay
2024-01-15,V045,D001,R015,Chennai,Ahmedabad,1271,1347,168.57,25.23,0.72,12.03,Yes,Rainy,Heavy,Weather Delay
2024-04-24,V045,D097,R017,Chennai,Nagpur,689,692,123.84,17.24,0.38,11.88,Yes,Rainy,Moderate,Late Departure
2024-04-15,V038,D075,R006,Mumbai,Pune,1393,1512,195.39,38.59,0.12,6.41,Yes,Foggy,Moderate,Late Departure
2024-01-31,V003,D090,R005,Delhi,Pune,838,828,156.68,19.59,1.33,12.41,No,Rainy,Moderate,Smooth Delivery
2024-04-26,V021,D037,R001,Chennai,Lucknow,886,913,151.76,18.03,2.63,8.23,No,Clear,Light,Late Departure
2024-04-13,V043,D046,R009,Hyderabad,Surat,1175,1131,192.05,31.13,0.94,4.81,Yes,Rainy,Moderate,Smooth Delivery
2024-02-11,V026,D034,R005,Bangalore,Nagpur,697,710,125.38,14.0,0.04,11.99,Yes,Foggy,Light,Late Departure
2024-02-14,V043,D051,R005,Hyderabad,Indore,437,426,85.15,8.34,1.67,3.78,No,Rainy,Heavy,Traffic Jam
2024-04-04,V027,D060,R009,Delhi,Indore,1465,1537,224.87,32.95,0.82,17.97,Yes,Rainy,Heavy,Late Departure
2024-04-19,V030,D098,R010,Chennai,Nagpur,1296,1278,206.3,31.17,2.21,18.5,No,Clear,Moderate,Traffic Jam
2024-04-11,V010,D086,R002,Kolkata,Jaipur,1027,1106,149.6,18.76,1.79,15.52,No,Stormy,Heavy,Smooth Delivery
2024-02-27,V003,D059,R005,Bangalore,Surat,300,329,65.53,6.29,2.01,18.52,No,Foggy,Moderate,Vehicle Breakdown
2024-03-26,V026,D055,R004,Mumbai,Surat,660,714,94.87,12.24,1.16,2.12,No,Clear,Moderate,Smooth Delivery
2024-02-18,V024,D029,R007,Mumbai,Jaipur,354,336,50.65,8.1,0.9,9.21,Yes,Clear,Heavy,Vehicle Breakdown
2024-04-20,V050,D018,R003,Chennai,Pune,532,578,95.1,10.21,3.5,10.99,No,Foggy,Moderate,Smooth Delivery
2024-01-28,V033,D037,R002,Bangalore,Pune,508,516,70.85,10.33,0.6,3.85,Yes,Clear,Moderate,Traffic Jam
2024-03-14,V042,D053,R020,Delhi,Indore,1164,1152,213.61,28.46,0.46,13.48,Yes,Foggy,Moderate,Late Departure
2024-02-26,V041,D079,R008,Kolkata,Nagpur,1350,1475,209.01,25.22,2.3,15.1,No,Rainy,Heavy,Late Departure
2024-03-31,V048,D033,R017,Hyderabad,Indore,1095,1108,185.46,21.09,3.54,10.13,No,Foggy,Heavy,Late Departure
2024-03-07,V020,D093,R018,Hyderabad,Indore,627,596,80.79,15.4,0.01,16.49,Yes,Foggy,Moderate,Smooth Delivery
2024-01-29,V036,D019,R003,Mumbai,Jaipur,838,861,122.03,15.72,1.17,11.06,No,Foggy,Moderate,Traffic Jam
2024-02-19,V031,D052,R008,Chennai,Jaipur,1396,1387,234.47,27.41,0.89,4.94,Yes,Stormy,Heavy,Traffic Jam
2024-03-11,V047,D025,R013,Bangalore,Nagpur,528,509,79.3,11.92,1.59,10.48,No,Clear,Light,Late Departure
2024-04-21,V022,D085,R012,Kolkata,Nagpur,685,665,101.94,12.89,0.26,14.42,Yes,Rainy,Moderate,Weather Delay
2024-04-01,V025,D096,R014,Bangalore,Jaipur,1095,1137,156.92,28.81,4.26,13.18,No,Rainy,Heavy,Traffic Jam
2024-01-20,V028,D017,R003,Delhi,Lucknow,329,354,61.67,6.61,2.28,9.15,No,Clear,Heavy,Weather Delay
2024-03-25,V010,D059,R003,Hyderabad,Surat,683,688,98.66,18.53,2.0,2.77,No,Foggy,Moderate,Weather Delay
2024-03-08,V031,D030,R002,Kolkata,Lucknow,366,358,51.2,9.9,5.35,17.63,No,Stormy,Moderate,Traffic Jam
2024-02-24,V014,D005,R017,Mumbai,Surat,480,501,67.18,9.1,0.45,17.29,Yes,Stormy,Light,Weather Delay
2024-03-19,V046,D100,R018,Mumbai,Lucknow,1435,1405,225.16,31.08,1.88,2.54,No,Rainy,Moderate,Smooth Delivery
2024-04-12,V012,D049,R014,Chennai,Lucknow,1164,1156,169.36,27.62,2.24,13.73,No,Rainy,Light,Vehicle Breakdown
2024-04-11,V016,D081,R013,Kolkata,Ahmedabad,505,497,91.4,10.61,0.9,5.04,Yes,Stormy,Moderate,Traffic Jam
2024-03-10,V006,D014,R002,Bangalore,Lucknow,413,412,69.72,11.11,1.19,15.75,No,Rainy,Heavy,Smooth Delivery
2024-02-29,V019,D017,R018,Kolkata,Surat,895,927,123.95,23.83,0.86,12.97,Yes,Clear,Light,Weather Delay
2024-01-02,V004,D092,R002,Hyderabad,Ahmedabad,835,877,123.74,16.84,1.58,3.7,No,Stormy,Light,Weather Delay
2024-01-21,V031,D037,R020,Chennai,Jaipur,1033,1089,151.79,18.83,1.77,14.36,No,Clear,Heavy,Weather Delay
2024-04-30,V033,D075,R003,Mumbai,Nagpur,998,1025,134.8,18.17,2.26,13.03,No,Rainy,Light,Traffic Jam
2024-01-27,V012,D071,R013,Hyderabad,Lucknow,571,549,76.46,11.61,2.24,4.24,No,Rainy,Heavy,Weather Delay
2024-03-19,V050,D048,R002,Mumbai,Indore,868,909,154.4,17.29,0.41,14.31,Yes,Foggy,Heavy,Traffic Jam
2024-03-06,V042,D078,R015,Chennai,Indore,722,717,142.63,15.15,0.18,13.87,Yes,Rainy,Moderate,Smooth Delivery
2024-01-30,V013,D014,R010,Kolkata,Lucknow,512,557,70.44,12.89,2.49,8.36,No,Clear,Heavy,Weather Delay
2024-02-08,V027,D003,R013,Mumbai,Surat,1432,1553,210.93,39.26,0.78,8.07,Yes,Stormy,Heavy,Late Departure
2024-01-10,V021,D063,R006,Mumbai,Pune,454,484,77.68,9.32,1.38,19.56,No,Rainy,Moderate,Weather Delay
2024-03-13,V033,D033,R016,Mumbai,Lucknow,1355,1477,235.08,27.39,2.65,18.18,No,Clear,Heavy,Vehicle Breakdown
2024-01-07,V010,D011,R005,Chennai,Pune,1229,1180,199.79,29.68,0.85,5.05,Yes,Rainy,Light,Smooth Delivery
2024-02-02,V012,D055,R009,Mumbai,Pune,446,456,65.24,9.92,1.64,3.2,No,Clear,Heavy,Late Departure
2024-04-12,V036,D061,R002,Bangalore,Lucknow,533,576,73.68,11.25,3.2,4.37,No,Stormy,Heavy,Late Departure
2024-02-03,V045,D040,R009,Hyderabad,Jaipur,646,690,128.79,14.97,0.59,12.54,Yes,Stormy,Heavy,Late Departure
2024-01-04,V032,D098,R015,Chennai,Ahmedabad,516,513,74.22,12.18,2.96,13.41,No,Foggy,Light,Weather Delay
2024-04-08,V027,D064,R014,Bangalore,Surat,1110,1090,181.41,21.37,0.73,11.64,Yes,Foggy,Light,Late Departure
2024-01-14,V028,D063,R018,Chennai,Indore,376,393,65.03,9.2,0.97,5.87,Yes,Stormy,Heavy,Vehicle Breakdown
2024-04-06,V026,D085,R007,Delhi,Indore,1409,1398,269.56,34.3,0.58,19.31,Yes,Stormy,Moderate,Weather Delay
2024-04-05,V008,D095,R011,Delhi,Pune,822,853,115.86,22.89,0.17,16.66,Yes,Clear,Light,Late Departure
2024-02-29,V031,D020,R008,Bangalore,Surat,1275,1330,238.65,29.59,1.16,17.18,No,Stormy,Light,Weather Delay
2024-04-09,V031,D064,R001,Bangalore,Ahmedabad,396,379,55.82,8.03,5.72,16.53,No,Clear,Light,Traffic Jam
2024-02-28,V019,D085,R013,Hyderabad,Nagpur,1274,1263,177.17,25.35,1.96,16.76,No,Foggy,Moderate,Late Departure
2024-01-27,V047,D064,R010,Mumbai,Jaipur,1286,1396,263.63,34.67,2.39,6.54,No,Foggy,Heavy,Late Departure
2024-04-16,V048,D005,R013,Chennai,Indore,905,867,139.76,17.61,0.2,14.09,Yes,Clear,Heavy,Weather Delay
2024-04-24,V009,D081,R003,Kolkata,Surat,869,826,154.99,20.68,0.13,17.23,Yes,Rainy,Moderate,Traffic Jam
